lost_track_buffer,track_activation_threshold,minimum_consecutive_frames,minimum_iou_threshold,high_conf_det_threshold,HOTA,IDF1,MOTA
10,0.7,1,0.1,0.9,0.8583377281016019,0.8056973839523457,0.9823915896545985
10,0.7,1,0.3,0.5,0.8408749239762096,0.7865950850578108,0.9668036376435535
10,0.7,1,0.3,0.6,0.8408749239762096,0.7865950850578108,0.9668036376435535
10,0.7,1,0.3,0.7,0.8408749239762096,0.7865950850578108,0.9668036376435535
10,0.7,1,0.3,0.9,0.8408749239762096,0.7865950850578108,0.9668036376435535
10,0.7,3,0.05,0.5,0.858055556619098,0.8079583573684178,0.9814734475485742
10,0.7,3,0.05,0.6,0.858055556619098,0.8079583573684178,0.9814734475485742
10,0.7,3,0.05,0.7,0.858055556619098,0.8079583573684178,0.9814734475485742
10,0.7,3,0.05,0.9,0.858055556619098,0.8079583573684178,0.9814734475485742
10,0.7,3,0.1,0.5,0.8565072500456349,0.8068552729796804,0.9782565395455947
10,0.7,3,0.1,0.6,0.8565072500456349,0.8068552729796804,0.9782565395455947
10,0.7,3,0.1,0.7,0.8565072500456349,0.8068552729796804,0.9782565395455947
10,0.7,3,0.1,0.9,0.8565072500456349,0.8068552729796804,0.9782565395455947
10,0.7,3,0.3,0.5,0.8392091085303138,0.7892504085746902,0.9622497619378938
10,0.7,3,0.3,0.6,0.8392091085303138,0.7892504085746902,0.9622497619378938
10,0.7,3,0.3,0.7,0.8392091085303138,0.7892504085746902,0.9622497619378938
10,0.7,3,0.3,0.9,0.8392091085303138,0.7892504085746902,0.9622497619378938
10,0.9,1,0.05,0.5,0.8599112867230223,0.807168611107303,0.9855539275472646
10,0.9,1,0.05,0.6,0.8599112867230223,0.807168611107303,0.9855539275472646
10,0.9,1,0.05,0.7,0.8599112867230223,0.807168611107303,0.9855539275472646
10,0.9,1,0.05,0.9,0.8599112867230223,0.807168611107303,0.9855539275472646
10,0.9,1,0.1,0.5,0.8583377281016019,0.8056973839523457,0.9823915896545985
10,0.9,1,0.1,0.6,0.8583377281016019,0.8056973839523457,0.9823915896545985
10,0.9,1,0.1,0.7,0.8583377281016019,0.8056973839523457,0.9823915896545985
10,0.9,1,0.1,0.9,0.8583377281016019,0.8056973839523457,0.9823915896545985
10,0.9,1,0.3,0.5,0.8408749239762096,0.7865950850578108,0.9668036376435535
10,0.9,1,0.3,0.6,0.8408749239762096,0.7865950850578108,0.9668036376435535
10,0.9,1,0.3,0.7,0.8408749239762096,0.7865950850578108,0.9668036376435535
10,0.9,1,0.3,0.9,0.8408749239762096,0.7865950850578108,0.9668036376435535
10,0.9,3,0.05,0.5,0.858055556619098,0.8079583573684178,0.9814734475485742
10,0.9,3,0.05,0.6,0.858055556619098,0.8079583573684178,0.9814734475485742
10,0.9,3,0.05,0.7,0.858055556619098,0.8079583573684178,0.9814734475485742
10,0.9,3,0.05,0.9,0.858055556619098,0.8079583573684178,0.9814734475485742
10,0.9,3,0.1,0.5,0.8565072500456349,0.8068552729796804,0.9782565395455947
